"Data Source","World Development Indicators",

"Last Updated Date","2015-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Aruba","ABW","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","86.3669866853485","95.3299410244659","109.329850975117","133.16485043002","137.745039138445","60.1410396426718","58.5230332794761","56.8863668258405","59.3495540358828","61.6175208080906","59.5437723215599","61.3113057707223","64.3030106844875","53.1502761590942","61.9791735610801","60.2571904586131","59.0139020030893","57.9426801799239","56.7415630655674","56.6146081864723","58.1406852912696","57.1357630970656","55.5247719687435","54.077631285902","52.673280140732","54.823854902113","74.7000333578034","79.3644640326029","78.1400717970977","81.9463221042966","89.9581572482725","93.5461476119723","104.065597872437","94.9379896504871","118.573487258542","157.269109288925","145.22589168098","188.486679258316","207.650029826848","227.238946889329","228.50844779416","219.522206831178","","","",
"Albania","ALB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","532.02843152625","568.403201603477","593.446745665183","591.032643383924","739.345093272667","908.67454726938","1067.81415577833","1098.48316581368","1065.76739836628","1142.96535512577","1123.96810630449","1096.87322889453","1070.69016441863","1018.1002875264","796.353973775973","1420.61479470727","1161.95167669011","1005.93953033667","1021.39350044285","522.433609550707","398.250270142862","442.249076774255","521.800509220283","584.8726249682","645.27584052119","886.670056782868","680.688921986316","721.744717167488","1404.41035030485","1436.69835194059","1338.81319781594","1561.12238242418","1469.26453867857","1797.52548696885","1722.07284972507","1218.36014605619","1213.12436932179","1617.7441562046","1837.39200326283","1947.46278863077","2195.00271965519","2118.26350660182","","","",
"Arab World","ARB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","196.028830112563","210.896376595556","230.316031254055","254.807724532832","282.294848308262","325.367586922278","369.154166360632","426.311467727849","514.268047910335","576.276637516018","623.282336497465","712.945590704714","769.104561359612","854.983177999329","881.768816793749","959.189005302463","997.639120559429","1034.69799394371","1055.40511034454","1071.66381883287","1035.66625090818","1068.74862130423","1123.32858313116","1150.03596924182","1256.59991931441","1294.77123149457","1338.38365044263","1431.37441159249","1482.42107216206","1515.20419707823","1578.22301907897","1646.42197601872","1717.04607947986","1763.95375679505","1838.57562804328","1938.36340366542","1993.15073345678","2083.57341321603","2165.73476540223","2318.67806436426","2358.48242365082","2436.98326414994","","","",
"United Arab Emirates","ARE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","686.873092019189","1342.30673097396","1752.76825060145","1940.48872879181","2396.16763761964","2901.69134042064","3801.6238522845","4231.35773283345","5005.91500297098","5768.15838881026","6138.46024363558","7155.94698902093","7741.60395920944","7990.45207369025","8264.75656326526","8330.37409440298","8361.47152945607","8551.31408063925","8297.91421964737","8580.38110737318","8253.23151385905","8423.41855975243","9292.89150664305","9650.26285797002","9662.6147991313","9787.95863073939","10216.8602276493","11558.7631732004","12565.7550756053","12652.9116155125","12453.5988924333","12814.7410475949","12659.8337800396","12237.5938298945","12571.0177832278","11984.9050182209","11754.3801267866","11604.1090168869","10910.8870466943","10890.8712252773","10536.7978511508","10462.6149757242","","","",
"Argentina","ARG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","870.623622439419","920.471533856946","956.277672798277","986.176180823143","1004.18249528378","1024.20377296607","1073.01107235367","1084.73054697856","1207.78644246444","1234.36764444633","1188.99782177056","1200.35225232375","1250.93622455796","1292.80840316772","1281.5584804142","1323.54667341948","1407.43581315394","1446.52476929529","1315.63290956215","1299.55202821654","1342.92665644793","1405.10446113312","1490.72531394059","1568.66199353356","1641.04296813317","1719.66530586962","1838.89781663849","1957.58584242662","2023.7363762889","2078.2863841182","2109.49458035279","2003.43404362001","2167.7143839742","2279.28699428626","2392.89373072367","2357.96126015104","2437.0086662457","2752.12682130046","2708.98729200318","2847.3268785838","2901.36148748827","2954.61071783345","","","",
"Armenia","ARM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2717.58218972295","2684.57751788769","1958.83631729496","1192.69733294596","1043.48312417571","1048.34583809184","1217.92700315905","1506.85926928799","1306.79565866292","1305.50581481793","1294.82220657469","1265.34459071723","1230.94633881248","1312.40078776981","1428.29666534698","1504.51902987711","1615.83605942519","1740.22636998484","1631.58073417099","1617.60798999902","1676.0609766303","1752.36793729346","1832.22930633484","","","",
"American Samoa","ASM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1825.62564972412","1947.15253267195","2012.66058462111","2211.68949771689","2417.21142652458","2625.21952932912","2765.08454209939","2969.48893974066","3102.00682821217","3329.60939411237","3609.97841208923","3751.64257555848","3880.92889124991","4230.34379671151","4578.88216862202","4781.61664147412","4901.58911138032","5251.19785794814","5416.28360495891","5665.97767672592","5915.26000544514","6153.34628525491","6391.29002503624","6366.1266185178","6699.56253216675","7007.61517959132","7309.09454127753","7525.685721137","7800.53471407314","8129.10362546389","8527.22808539065","8522.15922240222","8550.32866533295","8701.76034414445","8812.48949873985","8994.35590969456","9108.29556004587","9291.08386887725","9783.44289455401","10036.4577829441","10193.9121808594","10636.3776850564","10813.1227291694","10434.8743930758","10554.8158232062","10458.4501931865","10490.4362278299","10972.8437265936","10749.0634941551","10791.5469972386","10740.4087283125","10712.163961865","10398.2030471852","","","",
"Austria","AUT","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1814.67601669178","1882.22371085386","2006.77039562045","2124.35918393057","2232.8965042088","2305.35770797766","2375.01273547657","2448.69254404027","2608.62423795443","2814.65464238606","3019.11615856574","3213.12683638198","3404.469207541","3620.56203999017","3769.02971139242","3734.44547317732","4068.190905456","4137.71416264668","4335.05392866328","4541.53793169678","4684.45775994038","4697.36586551737","4730.57007132163","4827.48406156646","5070.99579259701","5280.77715950527","5321.41297372161","5536.14415362107","5716.83424700642","5896.13556780851","6111.47652011957","6347.22009632373","6227.49804896471","6137.26946343196","6205.80490360652","6344.39308740837","6607.2229774104","6620.44786165131","6706.7086768874","6972.18981612858","7076.26948339438","7333.23195262844","7427.65644509121","7695.08003708217","7808.03542256539","7978.04621364883","8223.84234603969","8185.53509878323","8206.6974495932","7977.2771592326","8347.43843535479","8389.65623299275","8507.1265200639","","","",
"Azerbaijan","AZE","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2575.63905573404","2631.13739513134","2276.07694391764","2119.67978652435","1961.82703698828","1951.98438516591","1852.89192322556","1813.67014320799","1936.93921395172","2022.48598540603","2040.4790895311","2106.47006608147","1996.70825200839","2235.45985596483","2281.94787214832","2388.38873430769","2552.28621435433","2118.21052754245","2040.76043544743","1620.3874199013","1603.43137406492","1705.4246326371","2052.65096521176","","","",
"Burundi","BDI","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","1576.33881463123","1627.51357041656","1753.14389184713","1880.99382438962","2062.99497564169","2163.96033376914","2255.18841848917","2357.58493041064","2596.17771778388","2830.59396858729","3031.52104556665","3217.04526399951","3612.35553280957","3941.60374143375","4134.39088111142","3887.47742508188","4247.40637999101","4404.82432074193","4623.38968491801","4906.08508077774","4893.88535142965","4910.95328097769","4904.07001489301","5043.97535594266","5285.54376232576","5502.66840922398","5617.41982187269","5876.96299804037","6057.0627320822","6205.76377001633","6380.31321975416","6655.41438110864","6850.66377253598","6881.0721430714","7176.24050686845","7379.73707904784","7527.68854493864","7701.61213093291","7913.05858037159","7944.12980731574","8247.67711254725","8267.18721595245","8311.89267946638","8411.90065701741","8576.22349653402","8509.99707308703","8683.67128500132","8614.49128057446","8521.49673953426","7903.02925218402","8368.65601882444","8021.36617213433","7986.52366239927","","","",
"Benin","BEN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","10.7673739148927","11.8448326917382","18.6490739448643","16.9568858616312","18.0817472729507","19.4290780364436","","","","","","","","32.4209984322646","","","","","","","","","","38.8816329041607","","43.8772744538089","47.3173647969181","44.2985274711208","51.3315721362138","57.4153095404674","","","","","","73.0720842491524","77.4033184892756","83.6906343939533","","","","","","","",
"Burkina Faso","BFA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","10.6899617495101","10.5063022572006","15.1765684502853","16.8676175535482","16.9971703992158","17.2905037454577","18.263567352202","21.4559428400167","20.9876059784074","18.7060211855399","22.3326475484052","25.2479881149987","28.7703011926203","31.658729715279","32.6935875908946","36.9960280185206","38.4006962782868","41.4171323307444","49.2647182770393","48.4605399862861","49.0647474867196","58.7724059886802","65.3547792211717","69.1290098470664","76.0801301262386","79.6779002697841","81.4329170106809","86.3599588816902","94.4804048813126","101.720938667172","111.970703518381","119.600562748799","125.836782860027","160.788066290692","171.286668977962","191.646962406693","200.617101724863","202.532877815805","220.21157335062","247.320914887935","258.37385923013","278.595439713281","","","",
"Bulgaria","BGR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","2292.65398332669","2486.06608987664","2683.10967899541","2842.2312212192","3035.63618783814","3247.55134925118","3437.79769230149","3648.38702650501","3772.28941053304","3973.69078833408","4125.3534285962","4397.89056454099","4582.12533745396","4772.29459954988","4678.28582339895","4646.26093875636","4838.62032496972","4940.51848666685","4963.17888577321","4758.73190255565","4361.14451575101","3735.52545360956","3807.696906382","3825.38661571836","4211.12513140807","4350.44325925232","3970.13113944689","3932.40178442314","3613.36726660483","3673.60687143429","3853.72983144483","3838.4854586687","3973.25666573401","3939.0008766044","4121.62947841703","4311.32793524371","4523.32287831241","4674.5031505249","4483.7471386375","4560.41491703377","4863.69144110061","4761.9125833848","","","",
"Bahrain","BHR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1947.39321039093","1960.03275432514","2084.54932043692","2280.48814344469","2624.80970129666","3170.76693806083","3660.51524225356","3746.39502211671","4299.51958556598","4612.36669982384","4848.64684263281","5205.33747894805","5589.65006671762","15298.7429491949","15921.7976992311","16445.7065609811","14697.30107752","15357.8299139145","15397.2140354086","15614.6661719872","14213.5644966978","18504.1358360051","21657.9676381204","20486.1686494243","20545.2965071932","20718.9728466599","20995.7948192977","21095.244104884","20491.3684420756","19941.3665639457","20201.6713364504","20279.445520531","20212.8427838943","19491.601989631","21863.5454560134","21904.5756413636","20775.0485111556","18467.8479660362","17283.9650594014","17442.0586703284","17093.2317724006","17395.3210050863","","","",
"Bahamas, The","BHS","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2896.401940713","2073.5041679642","1093.88866143135","697.146480690105","881.456499783581","946.825672199827","1112.67135860584","1368.75243758589","1755.07918910945","1814.5597611662","2007.97389212097","2044.34663676292","2065.20046623903","2201.28661181307","2284.44652617756","2347.27760927245","2339.192560435","2334.38130953453","2919.98253010809","2814.94382619735","3048.81705481092","3194.41798810639","3276.02595222728","","","",
"Belarus","BLR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4380.90097163608","4426.03492250343","3912.8817541112","3450.2392811798","3068.34848929305","2789.97449480086","2806.49606299213","2953.04932292181","3016.28761545337","3002.8898854011","2988.70564717641","3009.56889605157","3000.91231626964","3062.97846279473","3174.10071942446","3245.67939563283","3366.30570595585","3394.24686192469","3481.73803526448","3298.62206794993","3563.85669125395","3628.52317111791","3697.59087066779","","","",
"Belize","BLZ","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","165.195987650296","173.474752505806","173.387155596216","181.34814907593","189.249547687592","199.420567038026","216.100458625934","227.276125540155","236.966694660186","252.971068267839","265.424842574705","264.087554364162","253.021747454095","251.253019678419","243.739524553376","233.989434659121","232.801463199735","245.268048247274","257.770064342859","266.472352363086","281.300549544292","291.234949764425","314.277606936874","334.956942194924","354.182712817555","372.791772406541","391.570933798848","408.658730962639","421.987336713632","419.808737010031","420.296742917982","433.936341134288","441.522651587552","451.618802507655","481.732043673678","512.638493991121","544.829720588357","533.858837931499","553.03936478249","620.775147216065","636.619218557847","662.580104899401","","","",
"Brazil","BRA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","455.589407553896","494.167295829076","548.931165226219","598.462256687467","644.196005278329","713.727133090772","780.838097213899","849.885610540466","930.154657756613","1004.12667881623","1008.99721488857","1043.11626627037","1098.46756695033","1194.48556803622","1268.4049308858","1339.41562688606","1353.26040135827","1404.73539499714","1435.4762731738","1447.26013206599","1473.89249158752","1483.29559754111","1528.20865202961","1558.66846497204","1627.01552727204","1680.05867764593","1755.22228079429","1800.58840294395","1823.54842044784","1886.60170894523","1735.95476133099","1791.62053279927","1863.62772484548","1933.98363366901","1990.6436379943","2044.85892452464","2137.76499203481","2198.48369019378","2165.68474296494","2339.44492027479","2394.39848826425","2462.21887275349","","","",
"Barbados","BRB","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","1753.66205900557","1677.99430327984","1587.11934462102","1547.97758994786","1486.32765129136","1428.71660599105","1374.93815654735","1325.1495644749","1279.53915175656","1698.98009396189","2274.82725373614","2647.99254855872","3095.76974679164","3310.38807153758","3286.27341974185","3238.62992441744","4220.69666920925","4313.07929969104","4328.53630604874","4355.119308474","4505.13494600269","4853.13744305836","5305.36220537186","5618.89619132776","6430.29049862717","6877.19251840806","7677.25814054096","7810.70018587889","7430.23729818537","7605.41394144376","7244.69997685968","7446.49560403398","8642.36733923223","8687.09586730391","8538.52977017815","8480.23903300285","8625.77745494166","8558.61297421649","8768.21328924253","8705.77825691199","8657.0549490165","9092.2093550869","","","",
"Bhutan","BTN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","528.520249779057","564.506029186083","562.72993569704","577.43580067021","600.19848817609","685.128856612435","775.747192080716","663.796624405717","677.706515760035","717.488009253421","796.423908772493","864.115449110653","859.795941763155","897.257225649472","872.300863228934","898.35943931948","963.030563005287","1029.72926105603","1011.49166924222","916.744933573422","1147.78123051453","1260.44399867463","1330.06487932754","1376.00435789187","1430.25520881672","1446.98104259653","1491.37679616624","1501.62663514691","1489.13019651138","1554.81580267122","1523.1807727977","1513.48776409846","","","",
"Central African Republic","CAF","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","5630.62981318508","5605.11192600296","5791.12495970775","5966.04091963721","6468.92626131953","6909.89938001829","7359.08818834797","7630.16852831668","8030.41843424605","8532.90850294845","8962.20221346839","9300.71721488982","9903.77623412887","10297.9479832457","10820.6752700997","10436.9425653841","11043.8387617995","11762.4810892587","12231.8605425196","12384.1496066236","12763.7132517383","13196.8273092369","12937.2668835807","13409.7265870522","14290.4054159209","14800.0539665407","15302.587391238","15736.7608286252","16326.4175497304","16402.5713137806","16109.2799827282","16104.4697295674","16080.3464368729","16235.9915112364","16325.6572757551","16503.270423111","16572.6832457645","16608.5529826059","16385.4019617891","16625.386895394","16990.5783936795","16807.1449943536","16959.6007907659","17191.1541861346","17235.4117830911","17526.6464471404","16923.194773922","17630.633343639","17518.1368169722","16079.6306212357","15965.1705791284","16167.7068658973","15614.6092030249","","","",
